0,0.0,0.0,0.0,0.01,0.01,0.01,-0.02,-0.02,-0.02,0.01,-0.02,0.01,0.04,0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,0.7,1.0,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.9,1.0,1.0,1.0,1.0,1.0
